Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
QV,Value of Agricultural Production,21,Brazil,154,Net Production Value (constant 2004-2006 1000 I$),1183,Beeswax,1964,1964,1000 Int. $,12285.287232,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,154,Net Production Value (constant 2004-2006 1000 I$),1183,Beeswax,1965,1965,1000 Int. $,13006.298754,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,154,Net Production Value (constant 2004-2006 1000 I$),1183,Beeswax,1966,1966,1000 Int. $,13343.39505,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,154,Net Production Value (constant 2004-2006 1000 I$),1183,Beeswax,1967,1967,1000 Int. $,12547.47324,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,154,Net Production Value (constant 2004-2006 1000 I$),1183,Beeswax,1968,1968,1000 Int. $,11976.282294,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,154,Net Production Value (constant 2004-2006 1000 I$),1183,Beeswax,1969,1969,1000 Int. $,11742.187644,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,154,Net Production Value (constant 2004-2006 1000 I$),1183,Beeswax,1970,1970,1000 Int. $,11170.996698,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,154,Net Production Value (constant 2004-2006 1000 I$),1183,Beeswax,1971,1971,1000 Int. $,12453.83538,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,154,Net Production Value (constant 2004-2006 1000 I$),1183,Beeswax,1972,1972,1000 Int. $,9831.9753,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,154,Net Production Value (constant 2004-2006 1000 I$),1183,Beeswax,1973,1973,1000 Int. $,4419.706992,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,154,Net Production Value (constant 2004-2006 1000 I$),1183,Beeswax,1974,1974,1000 Int. $,3464.60082,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,154,Net Production Value (constant 2004-2006 1000 I$),1183,Beeswax,1975,1975,1000 Int. $,5327.994234,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,154,Net Production Value (constant 2004-2006 1000 I$),1183,Beeswax,1976,1976,1000 Int. $,5843.002464,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,154,Net Production Value (constant 2004-2006 1000 I$),1183,Beeswax,1977,1977,1000 Int. $,6198.826332,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,154,Net Production Value (constant 2004-2006 1000 I$),1183,Beeswax,1978,1978,1000 Int. $,6517.195056,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,154,Net Production Value (constant 2004-2006 1000 I$),1183,Beeswax,1979,1979,1000 Int. $,6358.010694,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,154,Net Production Value (constant 2004-2006 1000 I$),1183,Beeswax,1980,1980,1000 Int. $,4869.16872,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,154,Net Production Value (constant 2004-2006 1000 I$),1183,Beeswax,1981,1981,1000 Int. $,4728.71193,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,154,Net Production Value (constant 2004-2006 1000 I$),1183,Beeswax,1982,1982,1000 Int. $,5262.447732,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,154,Net Production Value (constant 2004-2006 1000 I$),1183,Beeswax,1983,1983,1000 Int. $,4925.351436,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,154,Net Production Value (constant 2004-2006 1000 I$),1183,Beeswax,1984,1984,1000 Int. $,7153.932504,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,154,Net Production Value (constant 2004-2006 1000 I$),1183,Beeswax,1985,1985,1000 Int. $,8942.41563,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,154,Net Production Value (constant 2004-2006 1000 I$),1183,Beeswax,1986,1986,1000 Int. $,9532.334148,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,154,Net Production Value (constant 2004-2006 1000 I$),1183,Beeswax,1987,1987,1000 Int. $,9213.965424,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,154,Net Production Value (constant 2004-2006 1000 I$),1183,Beeswax,1988,1988,1000 Int. $,9691.51851,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,154,Net Production Value (constant 2004-2006 1000 I$),1183,Beeswax,1989,1989,1000 Int. $,10300.1646,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,154,Net Production Value (constant 2004-2006 1000 I$),1183,Beeswax,1990,1990,1000 Int. $,10955.62962,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,154,Net Production Value (constant 2004-2006 1000 I$),1183,Beeswax,1991,1991,1000 Int. $,13577.4897,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,154,Net Production Value (constant 2004-2006 1000 I$),1183,Beeswax,1992,1992,1000 Int. $,14045.679,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,154,Net Production Value (constant 2004-2006 1000 I$),1183,Beeswax,1993,1993,1000 Int. $,14045.679,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,154,Net Production Value (constant 2004-2006 1000 I$),1183,Beeswax,1994,1994,1000 Int. $,13483.85184,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,154,Net Production Value (constant 2004-2006 1000 I$),1183,Beeswax,1995,1995,1000 Int. $,13109.3004,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,154,Net Production Value (constant 2004-2006 1000 I$),1183,Beeswax,1996,1996,1000 Int. $,14045.679,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,154,Net Production Value (constant 2004-2006 1000 I$),1183,Beeswax,1997,1997,1000 Int. $,14045.679,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,154,Net Production Value (constant 2004-2006 1000 I$),1183,Beeswax,1998,1998,1000 Int. $,14045.679,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,154,Net Production Value (constant 2004-2006 1000 I$),1183,Beeswax,1999,1999,1000 Int. $,14982.0576,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,154,Net Production Value (constant 2004-2006 1000 I$),1183,Beeswax,2000,2000,1000 Int. $,14982.0576,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,154,Net Production Value (constant 2004-2006 1000 I$),1183,Beeswax,2001,2001,1000 Int. $,14513.8683,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,154,Net Production Value (constant 2004-2006 1000 I$),1183,Beeswax,2002,2002,1000 Int. $,14982.0576,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,154,Net Production Value (constant 2004-2006 1000 I$),1183,Beeswax,2003,2003,1000 Int. $,15450.2469,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,154,Net Production Value (constant 2004-2006 1000 I$),1183,Beeswax,2004,2004,1000 Int. $,15450.2469,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,154,Net Production Value (constant 2004-2006 1000 I$),1183,Beeswax,2005,2005,1000 Int. $,15450.2469,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,154,Net Production Value (constant 2004-2006 1000 I$),1183,Beeswax,2006,2006,1000 Int. $,15450.2469,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,154,Net Production Value (constant 2004-2006 1000 I$),1183,Beeswax,2007,2007,1000 Int. $,15450.2469,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,154,Net Production Value (constant 2004-2006 1000 I$),1183,Beeswax,2008,2008,1000 Int. $,15918.4362,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,154,Net Production Value (constant 2004-2006 1000 I$),1183,Beeswax,2009,2009,1000 Int. $,16386.6255,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,154,Net Production Value (constant 2004-2006 1000 I$),1183,Beeswax,2010,2010,1000 Int. $,15918.4362,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,154,Net Production Value (constant 2004-2006 1000 I$),1183,Beeswax,2011,2011,1000 Int. $,17323.0041,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,154,Net Production Value (constant 2004-2006 1000 I$),1183,Beeswax,2012,2012,1000 Int. $,15450.2469,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,154,Net Production Value (constant 2004-2006 1000 I$),1183,Beeswax,2013,2013,1000 Int. $,15450.2469,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,154,Net Production Value (constant 2004-2006 1000 I$),1183,Beeswax,2014,2014,1000 Int. $,15918.4362,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,152,Gross Production Value (constant 2004-2006 1000 I$),216,"Brazil nuts, with shell",1961,1961,1000 Int. $,46378.183494,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,152,Gross Production Value (constant 2004-2006 1000 I$),216,"Brazil nuts, with shell",1962,1962,1000 Int. $,40754.112396,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,152,Gross Production Value (constant 2004-2006 1000 I$),216,"Brazil nuts, with shell",1963,1963,1000 Int. $,36260.057178,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,152,Gross Production Value (constant 2004-2006 1000 I$),216,"Brazil nuts, with shell",1964,1964,1000 Int. $,39660.866874,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,152,Gross Production Value (constant 2004-2006 1000 I$),216,"Brazil nuts, with shell",1965,1965,1000 Int. $,36589.196724,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,152,Gross Production Value (constant 2004-2006 1000 I$),216,"Brazil nuts, with shell",1966,1966,1000 Int. $,49747.60386,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,152,Gross Production Value (constant 2004-2006 1000 I$),216,"Brazil nuts, with shell",1967,1967,1000 Int. $,30639.573432,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,152,Gross Production Value (constant 2004-2006 1000 I$),216,"Brazil nuts, with shell",1968,1968,1000 Int. $,45718.110726,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,152,Gross Production Value (constant 2004-2006 1000 I$),216,"Brazil nuts, with shell",1969,1969,1000 Int. $,35877.107352,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,152,Gross Production Value (constant 2004-2006 1000 I$),216,"Brazil nuts, with shell",1970,1970,1000 Int. $,93707.912106,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,152,Gross Production Value (constant 2004-2006 1000 I$),216,"Brazil nuts, with shell",1971,1971,1000 Int. $,60092.63019,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,152,Gross Production Value (constant 2004-2006 1000 I$),216,"Brazil nuts, with shell",1972,1972,1000 Int. $,62778.66,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,152,Gross Production Value (constant 2004-2006 1000 I$),216,"Brazil nuts, with shell",1973,1973,1000 Int. $,46720.77561,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,152,Gross Production Value (constant 2004-2006 1000 I$),216,"Brazil nuts, with shell",1974,1974,1000 Int. $,32085.276288,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,152,Gross Production Value (constant 2004-2006 1000 I$),216,"Brazil nuts, with shell",1975,1975,1000 Int. $,46383.564522,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,152,Gross Production Value (constant 2004-2006 1000 I$),216,"Brazil nuts, with shell",1976,1976,1000 Int. $,54745.682034,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,152,Gross Production Value (constant 2004-2006 1000 I$),216,"Brazil nuts, with shell",1977,1977,1000 Int. $,48391.584804,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,152,Gross Production Value (constant 2004-2006 1000 I$),216,"Brazil nuts, with shell",1978,1978,1000 Int. $,36276.200262,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,152,Gross Production Value (constant 2004-2006 1000 I$),216,"Brazil nuts, with shell",1979,1979,1000 Int. $,38781.068796,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,152,Gross Production Value (constant 2004-2006 1000 I$),216,"Brazil nuts, with shell",1980,1980,1000 Int. $,36282.478128,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,152,Gross Production Value (constant 2004-2006 1000 I$),216,"Brazil nuts, with shell",1981,1981,1000 Int. $,32915.748276,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,152,Gross Production Value (constant 2004-2006 1000 I$),216,"Brazil nuts, with shell",1982,1982,1000 Int. $,33047.583462,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,152,Gross Production Value (constant 2004-2006 1000 I$),216,"Brazil nuts, with shell",1983,1983,1000 Int. $,45613.18068,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,152,Gross Production Value (constant 2004-2006 1000 I$),216,"Brazil nuts, with shell",1984,1984,1000 Int. $,36510.27498,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,152,Gross Production Value (constant 2004-2006 1000 I$),216,"Brazil nuts, with shell",1985,1985,1000 Int. $,40375.64676,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,152,Gross Production Value (constant 2004-2006 1000 I$),216,"Brazil nuts, with shell",1986,1986,1000 Int. $,32408.137968,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,152,Gross Production Value (constant 2004-2006 1000 I$),216,"Brazil nuts, with shell",1987,1987,1000 Int. $,32502.305958,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,152,Gross Production Value (constant 2004-2006 1000 I$),216,"Brazil nuts, with shell",1988,1988,1000 Int. $,26358.965658,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,152,Gross Production Value (constant 2004-2006 1000 I$),216,"Brazil nuts, with shell",1989,1989,1000 Int. $,23023.625136,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,152,Gross Production Value (constant 2004-2006 1000 I$),216,"Brazil nuts, with shell",1990,1990,1000 Int. $,45913.62141,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,152,Gross Production Value (constant 2004-2006 1000 I$),216,"Brazil nuts, with shell",1991,1991,1000 Int. $,32140.880244,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,152,Gross Production Value (constant 2004-2006 1000 I$),216,"Brazil nuts, with shell",1992,1992,1000 Int. $,22692.691914,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,152,Gross Production Value (constant 2004-2006 1000 I$),216,"Brazil nuts, with shell",1993,1993,1000 Int. $,23770.69119,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,152,Gross Production Value (constant 2004-2006 1000 I$),216,"Brazil nuts, with shell",1994,1994,1000 Int. $,34870.855116,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,152,Gross Production Value (constant 2004-2006 1000 I$),216,"Brazil nuts, with shell",1995,1995,1000 Int. $,36067.237008,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,152,Gross Production Value (constant 2004-2006 1000 I$),216,"Brazil nuts, with shell",1996,1996,1000 Int. $,19254.215022,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,152,Gross Production Value (constant 2004-2006 1000 I$),216,"Brazil nuts, with shell",1997,1997,1000 Int. $,20435.350668,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,152,Gross Production Value (constant 2004-2006 1000 I$),216,"Brazil nuts, with shell",1998,1998,1000 Int. $,20726.823018,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,152,Gross Production Value (constant 2004-2006 1000 I$),216,"Brazil nuts, with shell",1999,1999,1000 Int. $,24085.481328,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,152,Gross Production Value (constant 2004-2006 1000 I$),216,"Brazil nuts, with shell",2000,2000,1000 Int. $,29982.191178,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,152,Gross Production Value (constant 2004-2006 1000 I$),216,"Brazil nuts, with shell",2001,2001,1000 Int. $,25530.287346,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,152,Gross Production Value (constant 2004-2006 1000 I$),216,"Brazil nuts, with shell",2002,2002,1000 Int. $,24563.495982,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,152,Gross Production Value (constant 2004-2006 1000 I$),216,"Brazil nuts, with shell",2003,2003,1000 Int. $,25111.464,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,152,Gross Production Value (constant 2004-2006 1000 I$),216,"Brazil nuts, with shell",2004,2004,1000 Int. $,25559.883,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,152,Gross Production Value (constant 2004-2006 1000 I$),216,"Brazil nuts, with shell",2005,2005,1000 Int. $,26905.14,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,152,Gross Production Value (constant 2004-2006 1000 I$),216,"Brazil nuts, with shell",2006,2006,1000 Int. $,25834.315428,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,152,Gross Production Value (constant 2004-2006 1000 I$),216,"Brazil nuts, with shell",2007,2007,1000 Int. $,27269.256228,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,152,Gross Production Value (constant 2004-2006 1000 I$),216,"Brazil nuts, with shell",2008,2008,1000 Int. $,27636.06297,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,152,Gross Production Value (constant 2004-2006 1000 I$),216,"Brazil nuts, with shell",2009,2009,1000 Int. $,33601.829346,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,152,Gross Production Value (constant 2004-2006 1000 I$),216,"Brazil nuts, with shell",2010,2010,1000 Int. $,36193.691166,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,152,Gross Production Value (constant 2004-2006 1000 I$),216,"Brazil nuts, with shell",2011,2011,1000 Int. $,37803.515376,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,152,Gross Production Value (constant 2004-2006 1000 I$),216,"Brazil nuts, with shell",2012,2012,1000 Int. $,34801.79859,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,152,Gross Production Value (constant 2004-2006 1000 I$),216,"Brazil nuts, with shell",2013,2013,1000 Int. $,34976.682,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,152,Gross Production Value (constant 2004-2006 1000 I$),216,"Brazil nuts, with shell",2014,2014,1000 Int. $,34976.682,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,154,Net Production Value (constant 2004-2006 1000 I$),216,"Brazil nuts, with shell",1961,1961,1000 Int. $,46378.183494,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,154,Net Production Value (constant 2004-2006 1000 I$),216,"Brazil nuts, with shell",1962,1962,1000 Int. $,40754.112396,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,154,Net Production Value (constant 2004-2006 1000 I$),216,"Brazil nuts, with shell",1963,1963,1000 Int. $,36260.057178,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,154,Net Production Value (constant 2004-2006 1000 I$),216,"Brazil nuts, with shell",1964,1964,1000 Int. $,39660.866874,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,154,Net Production Value (constant 2004-2006 1000 I$),216,"Brazil nuts, with shell",1965,1965,1000 Int. $,36589.196724,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,154,Net Production Value (constant 2004-2006 1000 I$),216,"Brazil nuts, with shell",1966,1966,1000 Int. $,49747.60386,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,154,Net Production Value (constant 2004-2006 1000 I$),216,"Brazil nuts, with shell",1967,1967,1000 Int. $,30639.573432,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,154,Net Production Value (constant 2004-2006 1000 I$),216,"Brazil nuts, with shell",1968,1968,1000 Int. $,45718.110726,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,154,Net Production Value (constant 2004-2006 1000 I$),216,"Brazil nuts, with shell",1969,1969,1000 Int. $,35877.107352,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,154,Net Production Value (constant 2004-2006 1000 I$),216,"Brazil nuts, with shell",1970,1970,1000 Int. $,93707.912106,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,154,Net Production Value (constant 2004-2006 1000 I$),216,"Brazil nuts, with shell",1971,1971,1000 Int. $,60092.63019,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,154,Net Production Value (constant 2004-2006 1000 I$),216,"Brazil nuts, with shell",1972,1972,1000 Int. $,62778.66,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,154,Net Production Value (constant 2004-2006 1000 I$),216,"Brazil nuts, with shell",1973,1973,1000 Int. $,46720.77561,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,154,Net Production Value (constant 2004-2006 1000 I$),216,"Brazil nuts, with shell",1974,1974,1000 Int. $,32085.276288,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,154,Net Production Value (constant 2004-2006 1000 I$),216,"Brazil nuts, with shell",1975,1975,1000 Int. $,46383.564522,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,154,Net Production Value (constant 2004-2006 1000 I$),216,"Brazil nuts, with shell",1976,1976,1000 Int. $,54745.682034,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,154,Net Production Value (constant 2004-2006 1000 I$),216,"Brazil nuts, with shell",1977,1977,1000 Int. $,48391.584804,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,154,Net Production Value (constant 2004-2006 1000 I$),216,"Brazil nuts, with shell",1978,1978,1000 Int. $,36276.200262,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,154,Net Production Value (constant 2004-2006 1000 I$),216,"Brazil nuts, with shell",1979,1979,1000 Int. $,38781.068796,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,154,Net Production Value (constant 2004-2006 1000 I$),216,"Brazil nuts, with shell",1980,1980,1000 Int. $,36282.478128,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,154,Net Production Value (constant 2004-2006 1000 I$),216,"Brazil nuts, with shell",1981,1981,1000 Int. $,32915.748276,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,154,Net Production Value (constant 2004-2006 1000 I$),216,"Brazil nuts, with shell",1982,1982,1000 Int. $,33047.583462,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,154,Net Production Value (constant 2004-2006 1000 I$),216,"Brazil nuts, with shell",1983,1983,1000 Int. $,45613.18068,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,154,Net Production Value (constant 2004-2006 1000 I$),216,"Brazil nuts, with shell",1984,1984,1000 Int. $,36510.27498,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,154,Net Production Value (constant 2004-2006 1000 I$),216,"Brazil nuts, with shell",1985,1985,1000 Int. $,40375.64676,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,154,Net Production Value (constant 2004-2006 1000 I$),216,"Brazil nuts, with shell",1986,1986,1000 Int. $,32408.137968,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,154,Net Production Value (constant 2004-2006 1000 I$),216,"Brazil nuts, with shell",1987,1987,1000 Int. $,32502.305958,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,154,Net Production Value (constant 2004-2006 1000 I$),216,"Brazil nuts, with shell",1988,1988,1000 Int. $,26358.965658,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,154,Net Production Value (constant 2004-2006 1000 I$),216,"Brazil nuts, with shell",1989,1989,1000 Int. $,23023.625136,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,154,Net Production Value (constant 2004-2006 1000 I$),216,"Brazil nuts, with shell",1990,1990,1000 Int. $,45913.62141,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,154,Net Production Value (constant 2004-2006 1000 I$),216,"Brazil nuts, with shell",1991,1991,1000 Int. $,32140.880244,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,154,Net Production Value (constant 2004-2006 1000 I$),216,"Brazil nuts, with shell",1992,1992,1000 Int. $,22692.691914,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,154,Net Production Value (constant 2004-2006 1000 I$),216,"Brazil nuts, with shell",1993,1993,1000 Int. $,23770.69119,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,154,Net Production Value (constant 2004-2006 1000 I$),216,"Brazil nuts, with shell",1994,1994,1000 Int. $,34870.855116,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,154,Net Production Value (constant 2004-2006 1000 I$),216,"Brazil nuts, with shell",1995,1995,1000 Int. $,36067.237008,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,154,Net Production Value (constant 2004-2006 1000 I$),216,"Brazil nuts, with shell",1996,1996,1000 Int. $,19254.215022,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,154,Net Production Value (constant 2004-2006 1000 I$),216,"Brazil nuts, with shell",1997,1997,1000 Int. $,20435.350668,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,154,Net Production Value (constant 2004-2006 1000 I$),216,"Brazil nuts, with shell",1998,1998,1000 Int. $,20726.823018,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,154,Net Production Value (constant 2004-2006 1000 I$),216,"Brazil nuts, with shell",1999,1999,1000 Int. $,24085.481328,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,154,Net Production Value (constant 2004-2006 1000 I$),216,"Brazil nuts, with shell",2000,2000,1000 Int. $,29982.191178,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,154,Net Production Value (constant 2004-2006 1000 I$),216,"Brazil nuts, with shell",2001,2001,1000 Int. $,25530.287346,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,154,Net Production Value (constant 2004-2006 1000 I$),216,"Brazil nuts, with shell",2002,2002,1000 Int. $,24563.495982,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,154,Net Production Value (constant 2004-2006 1000 I$),216,"Brazil nuts, with shell",2003,2003,1000 Int. $,25111.464,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,154,Net Production Value (constant 2004-2006 1000 I$),216,"Brazil nuts, with shell",2004,2004,1000 Int. $,25559.883,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,154,Net Production Value (constant 2004-2006 1000 I$),216,"Brazil nuts, with shell",2005,2005,1000 Int. $,26905.14,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,154,Net Production Value (constant 2004-2006 1000 I$),216,"Brazil nuts, with shell",2006,2006,1000 Int. $,25834.315428,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,154,Net Production Value (constant 2004-2006 1000 I$),216,"Brazil nuts, with shell",2007,2007,1000 Int. $,27269.256228,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,154,Net Production Value (constant 2004-2006 1000 I$),216,"Brazil nuts, with shell",2008,2008,1000 Int. $,27636.06297,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,154,Net Production Value (constant 2004-2006 1000 I$),216,"Brazil nuts, with shell",2009,2009,1000 Int. $,33601.829346,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,154,Net Production Value (constant 2004-2006 1000 I$),216,"Brazil nuts, with shell",2010,2010,1000 Int. $,36193.691166,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,154,Net Production Value (constant 2004-2006 1000 I$),216,"Brazil nuts, with shell",2011,2011,1000 Int. $,37803.515376,*,Unofficial figure
QV,Value of Agricultural Production,21,Brazil,154,Net Production Value (constant 2004-2006 1000 I$),216,"Brazil nuts, with shell",2012,2012,1000 Int. $,34801.79859,*,Unofficial figure
